Time Step #,Time(s),"Position (North, metres)","Position (East, metres)",Altitude (metres),"Velocity (North, m/s)","Velocity (East, m/s)","Velocity (Up, m/s)","Acceleration (North, m/s2)","Acceleration (East, m/s2)","Acceleration (Up, m/s2)"
914,45.7,-5311.866,5243.631,15863.082,-111.565,109.29,-149.085,0.409,-0.423,10.206
915,45.75,-5317.443,5249.095,15870.536,-111.545,109.269,-148.574,0.408,-0.422,10.203
916,45.8,-5323.019,5254.557,15877.965,-111.524,109.248,-148.064,0.407,-0.42,10.2
917,45.85,-5328.594,5260.018,15885.368,-111.504,109.227,-147.555,0.405,-0.419,10.197
918,45.9,-5334.169,5265.479,15892.746,-111.484,109.206,-147.045,0.404,-0.418,10.194
919,45.95,-5339.742,5270.938,15900.098,-111.464,109.186,-146.535,0.403,-0.417,10.19
920,46.0,-5345.314,5276.396,15907.425,-111.444,109.165,-146.026,0.402,-0.416,10.187
921,46.05,-5350.885,5281.854,15914.726,-111.423,109.144,-145.517,0.401,-0.415,10.184
922,46.1,-5356.455,5287.31,15922.002,-111.403,109.123,-145.008,0.4,-0.414,10.181
923,46.15,-5362.024,5292.765,15929.252,-111.383,109.103,-144.499,0.399,-0.412,10.178
924,46.2,-5367.593,5298.219,15936.477,-111.364,109.082,-143.99,0.398,-0.411,10.175
925,46.25,-5373.16,5303.672,15943.677,-111.344,109.062,-143.482,0.397,-0.41,10.172
926,46.3,-5378.726,5309.124,15950.851,-111.324,109.041,-142.973,0.396,-0.409,10.169
927,46.35,-5384.291,5314.575,15958.0,-111.304,109.021,-142.465,0.395,-0.408,10.166
928,46.4,-5389.855,5320.025,15965.123,-111.285,109.0,-141.957,0.394,-0.407,10.163
929,46.45,-5395.419,5325.474,15972.221,-111.265,108.98,-141.449,0.392,-0.405,10.16
930,46.5,-5400.981,5330.922,15979.293,-111.245,108.96,-140.941,0.391,-0.404,10.156
931,46.55,-5406.542,5336.369,15986.34,-111.226,108.94,-140.433,0.39,-0.403,10.153
932,46.6,-5412.103,5341.815,15993.362,-111.206,108.92,-139.926,0.389,-0.402,10.15
933,46.65,-5417.662,5347.26,16000.358,-111.187,108.9,-139.418,0.388,-0.401,10.147
934,46.7,-5423.22,5352.704,16007.329,-111.168,108.88,-138.911,0.387,-0.4,10.144
935,46.75,-5428.778,5358.147,16014.275,-111.148,108.86,-138.404,0.386,-0.398,10.141
936,46.8,-5434.334,5363.589,16021.195,-111.129,108.84,-137.897,0.385,-0.397,10.138
937,46.85,-5439.89,5369.03,16028.09,-111.11,108.82,-137.39,0.384,-0.396,10.135
938,46.9,-5445.444,5374.47,16034.959,-111.091,108.8,-136.884,0.382,-0.395,10.132
939,46.95,-5450.998,5379.909,16041.803,-111.072,108.781,-136.377,0.381,-0.394,10.129
940,47.0,-5456.55,5385.347,16048.622,-111.053,108.761,-135.871,0.38,-0.393,10.126
941,47.05,-5462.102,5390.784,16055.416,-111.034,108.741,-135.365,0.379,-0.392,10.123
942,47.1,-5467.653,5396.22,16062.184,-111.015,108.722,-134.859,0.378,-0.39,10.121
943,47.15,-5473.203,5401.655,16068.927,-110.996,108.702,-134.353,0.377,-0.389,10.118
944,47.2,-5478.751,5407.09,16075.645,-110.977,108.683,-133.847,0.376,-0.388,10.115
945,47.25,-5484.299,5412.523,16082.337,-110.958,108.664,-133.342,0.375,-0.387,10.112
946,47.3,-5489.846,5417.955,16089.004,-110.94,108.644,-132.836,0.374,-0.386,10.109
947,47.35,-5495.392,5423.386,16095.646,-110.921,108.625,-132.331,0.373,-0.385,10.106
948,47.4,-5500.938,5428.817,16102.262,-110.903,108.606,-131.826,0.372,-0.384,10.103
949,47.45,-5506.482,5434.246,16108.854,-110.884,108.587,-131.321,0.371,-0.383,10.101
950,47.5,-5512.025,5439.674,16115.42,-110.866,108.568,-130.816,0.37,-0.382,10.098
951,47.55,-5517.567,5445.102,16121.96,-110.847,108.549,-130.311,0.369,-0.381,10.095
952,47.6,-5523.109,5450.528,16128.476,-110.829,108.53,-129.806,0.368,-0.38,10.092
953,47.65,-5528.649,5455.954,16134.966,-110.81,108.511,-129.302,0.367,-0.378,10.09
954,47.7,-5534.189,5461.378,16141.431,-110.792,108.492,-128.798,0.366,-0.377,10.087
955,47.75,-5539.728,5466.802,16147.871,-110.774,108.473,-128.293,0.365,-0.376,10.084
956,47.8,-5545.265,5472.225,16154.286,-110.756,108.454,-127.789,0.364,-0.375,10.081
957,47.85,-5550.802,5477.647,16160.675,-110.738,108.436,-127.285,0.363,-0.374,10.079
958,47.9,-5556.338,5483.067,16167.04,-110.719,108.417,-126.782,0.362,-0.373,10.076
959,47.95,-5561.873,5488.487,16173.379,-110.701,108.398,-126.278,0.361,-0.372,10.073
960,48.0,-5567.408,5493.906,16179.693,-110.683,108.38,-125.774,0.36,-0.371,10.071
961,48.05,-5572.941,5499.324,16185.981,-110.665,108.361,-125.271,0.359,-0.37,10.068
962,48.1,-5578.473,5504.742,16192.245,-110.648,108.343,-124.768,0.358,-0.369,10.065
963,48.15,-5584.005,5510.158,16198.483,-110.63,108.324,-124.265,0.357,-0.368,10.063
964,48.2,-5589.535,5515.573,16204.697,-110.612,108.306,-123.762,0.356,-0.367,10.06
965,48.25,-5595.065,5520.987,16210.885,-110.594,108.288,-123.259,0.355,-0.366,10.058
966,48.3,-5600.594,5526.401,16217.048,-110.577,108.27,-122.756,0.354,-0.365,10.055
967,48.35,-5606.122,5531.814,16223.185,-110.559,108.251,-122.253,0.353,-0.364,10.053
968,48.4,-5611.649,5537.225,16229.298,-110.541,108.233,-121.751,0.352,-0.363,10.05
969,48.45,-5617.175,5542.636,16235.386,-110.524,108.215,-121.248,0.351,-0.362,10.048
970,48.5,-5622.7,5548.046,16241.448,-110.506,108.197,-120.746,0.35,-0.361,10.045
971,48.55,-5628.225,5553.455,16247.485,-110.489,108.179,-120.244,0.35,-0.36,10.043
972,48.6,-5633.748,5558.863,16253.497,-110.471,108.161,-119.742,0.349,-0.359,10.04
973,48.65,-5639.271,5564.27,16259.485,-110.454,108.143,-119.24,0.348,-0.358,10.038
974,48.7,-5644.793,5569.676,16265.447,-110.437,108.125,-118.738,0.347,-0.358,10.036
975,48.75,-5650.314,5575.082,16271.384,-110.419,108.107,-118.237,0.346,-0.357,10.033
976,48.8,-5655.834,5580.486,16277.295,-110.402,108.09,-117.735,0.345,-0.356,10.031
977,48.85,-5661.353,5585.89,16283.182,-110.385,108.072,-117.234,0.344,-0.355,10.029
978,48.9,-5666.872,5591.292,16289.044,-110.368,108.054,-116.732,0.344,-0.354,10.026
979,48.95,-5672.389,5596.694,16294.88,-110.35,108.037,-116.231,0.343,-0.353,10.024
980,49.0,-5677.906,5602.095,16300.692,-110.333,108.019,-115.73,0.342,-0.352,10.021
981,49.05,-5683.422,5607.495,16306.478,-110.316,108.001,-115.229,0.341,-0.351,10.019
982,49.1,-5688.936,5612.894,16312.24,-110.299,107.984,-114.728,0.34,-0.35,10.017
983,49.15,-5694.451,5618.293,16317.976,-110.282,107.966,-114.228,0.339,-0.349,10.014
984,49.2,-5699.964,5623.69,16323.688,-110.265,107.949,-113.727,0.338,-0.348,10.012
985,49.25,-5705.476,5629.087,16329.374,-110.249,107.932,-113.227,0.337,-0.347,10.01
986,49.3,-5710.988,5634.482,16335.035,-110.232,107.914,-112.726,0.336,-0.346,10.007
987,49.35,-5716.499,5639.877,16340.672,-110.215,107.897,-112.226,0.336,-0.345,10.005
988,49.4,-5722.009,5645.271,16346.283,-110.198,107.88,-111.726,0.335,-0.344,10.003
989,49.45,-5727.518,5650.664,16351.869,-110.182,107.863,-111.226,0.334,-0.344,10.0
990,49.5,-5733.026,5656.057,16357.431,-110.165,107.846,-110.726,0.333,-0.343,9.998
991,49.55,-5738.533,5661.448,16362.967,-110.148,107.829,-110.226,0.332,-0.342,9.996
992,49.6,-5744.04,5666.839,16368.478,-110.132,107.811,-109.726,0.331,-0.341,9.993
993,49.65,-5749.546,5672.228,16373.964,-110.115,107.794,-109.227,0.33,-0.34,9.991
994,49.7,-5755.051,5677.617,16379.426,-110.099,107.778,-108.727,0.329,-0.339,9.989
995,49.75,-5760.555,5683.005,16384.862,-110.082,107.761,-108.228,0.329,-0.338,9.987
996,49.8,-5766.058,5688.393,16390.274,-110.066,107.744,-107.729,0.328,-0.337,9.985
997,49.85,-5771.56,5693.779,16395.66,-110.05,107.727,-107.23,0.327,-0.336,9.982
998,49.9,-5777.062,5699.164,16401.022,-110.033,107.71,-106.731,0.326,-0.335,9.98
999,49.95,-5782.563,5704.549,16406.358,-110.017,107.693,-106.232,0.325,-0.334,9.978
1000,50.0,-5788.063,5709.933,16411.67,-110.001,107.677,-105.733,0.324,-0.334,9.976
1001,50.05,-5793.562,5715.316,16416.956,-109.985,107.66,-105.234,0.324,-0.333,9.974
1002,50.1,-5799.061,5720.698,16422.218,-109.968,107.644,-104.736,0.323,-0.332,9.972
1003,50.15,-5804.558,5726.079,16427.455,-109.952,107.627,-104.237,0.322,-0.331,9.969
1004,50.2,-5810.055,5731.46,16432.667,-109.936,107.61,-103.739,0.321,-0.33,9.967
1005,50.25,-5815.551,5736.84,16437.854,-109.92,107.594,-103.241,0.32,-0.329,9.965
1006,50.3,-5821.046,5742.219,16443.016,-109.904,107.578,-102.742,0.32,-0.328,9.963
1007,50.35,-5826.541,5747.597,16448.153,-109.888,107.561,-102.244,0.319,-0.328,9.961
1008,50.4,-5832.034,5752.974,16453.265,-109.872,107.545,-101.747,0.318,-0.327,9.959
1009,50.45,-5837.527,5758.35,16458.352,-109.857,107.529,-101.249,0.317,-0.326,9.957
1010,50.5,-5843.019,5763.726,16463.415,-109.841,107.512,-100.751,0.316,-0.325,9.955
1011,50.55,-5848.511,5769.101,16468.452,-109.825,107.496,-100.253,0.316,-0.324,9.953
1012,50.6,-5854.001,5774.475,16473.465,-109.809,107.48,-99.756,0.315,-0.323,9.951
1013,50.65,-5859.491,5779.848,16478.453,-109.794,107.464,-99.258,0.314,-0.323,9.949
1014,50.7,-5864.98,5785.22,16483.416,-109.778,107.448,-98.761,0.313,-0.322,9.947
1015,50.75,-5870.468,5790.592,16488.354,-109.762,107.432,-98.264,0.313,-0.321,9.945
1016,50.8,-5875.955,5795.963,16493.267,-109.747,107.416,-97.767,0.312,-0.32,9.943
1017,50.85,-5881.442,5801.333,16498.155,-109.731,107.4,-97.27,0.311,-0.319,9.941
1018,50.9,-5886.927,5806.702,16503.019,-109.716,107.384,-96.773,0.31,-0.319,9.939
1019,50.95,-5892.412,5812.07,16507.857,-109.7,107.368,-96.276,0.31,-0.318,9.937
1020,51.0,-5897.897,5817.438,16512.671,-109.685,107.352,-95.779,0.309,-0.317,9.935
1021,51.05,-5903.38,5822.805,16517.46,-109.669,107.336,-95.282,0.308,-0.316,9.933
1022,51.1,-5908.863,5828.171,16522.224,-109.654,107.32,-94.786,0.308,-0.316,9.931
1023,51.15,-5914.345,5833.536,16526.963,-109.638,107.305,-94.289,0.307,-0.315,9.929
1024,51.2,-5919.826,5838.9,16531.678,-109.623,107.289,-93.793,0.306,-0.314,9.928
1025,51.25,-5925.306,5844.264,16536.368,-109.608,107.273,-93.297,0.306,-0.313,9.926
1026,51.3,-5930.786,5849.627,16541.032,-109.593,107.258,-92.8,0.305,-0.313,9.924
1027,51.35,-5936.265,5854.989,16545.672,-109.577,107.242,-92.304,0.304,-0.312,9.922
1028,51.4,-5941.743,5860.35,16550.288,-109.562,107.227,-91.808,0.304,-0.311,9.92
1029,51.45,-5947.22,5865.711,16554.878,-109.547,107.211,-91.312,0.303,-0.31,9.918
1030,51.5,-5952.697,5871.071,16559.444,-109.532,107.196,-90.817,0.302,-0.31,9.916
1031,51.55,-5958.173,5876.43,16563.985,-109.517,107.18,-90.321,0.301,-0.309,9.915
1032,51.6,-5963.648,5881.788,16568.501,-109.502,107.165,-89.825,0.301,-0.308,9.913
1033,51.65,-5969.122,5887.145,16572.992,-109.487,107.149,-89.33,0.3,-0.307,9.911
1034,51.7,-5974.596,5892.502,16577.458,-109.472,107.134,-88.834,0.299,-0.307,9.909
1035,51.75,-5980.068,5897.858,16581.9,-109.457,107.119,-88.339,0.299,-0.306,9.907
1036,51.8,-5985.541,5903.213,16586.317,-109.442,107.103,-87.844,0.298,-0.305,9.905
1037,51.85,-5991.012,5908.568,16590.709,-109.427,107.088,-87.348,0.297,-0.304,9.904
1038,51.9,-5996.482,5913.921,16595.077,-109.412,107.073,-86.853,0.297,-0.304,9.902
1039,51.95,-6001.952,5919.274,16599.419,-109.398,107.058,-86.358,0.296,-0.303,9.9
1040,52.0,-6007.422,5924.626,16603.737,-109.383,107.043,-85.863,0.295,-0.302,9.898
1041,52.05,-6012.89,5929.978,16608.03,-109.368,107.028,-85.369,0.295,-0.301,9.897
1042,52.1,-6018.358,5935.328,16612.299,-109.353,107.013,-84.874,0.294,-0.301,9.895
1043,52.15,-6023.825,5940.678,16616.542,-109.339,106.998,-84.379,0.293,-0.3,9.893
1044,52.2,-6029.291,5946.027,16620.761,-109.324,106.983,-83.885,0.293,-0.299,9.891
1045,52.25,-6034.756,5951.376,16624.956,-109.309,106.968,-83.39,0.292,-0.298,9.89
1046,52.3,-6040.221,5956.723,16629.125,-109.295,106.953,-82.896,0.291,-0.298,9.888
1047,52.35,-6045.685,5962.07,16633.27,-109.28,106.938,-82.402,0.291,-0.297,9.886
1048,52.4,-6051.148,5967.416,16637.39,-109.266,106.923,-81.907,0.29,-0.296,9.884
1049,52.45,-6056.611,5972.762,16641.485,-109.251,106.909,-81.413,0.289,-0.296,9.883
1050,52.5,-6062.073,5978.107,16645.556,-109.237,106.894,-80.919,0.289,-0.295,9.881
1051,52.55,-6067.534,5983.451,16649.602,-109.223,106.879,-80.425,0.288,-0.294,9.88
1052,52.6,-6072.994,5988.794,16653.623,-109.208,106.864,-79.931,0.287,-0.294,9.878
1053,52.65,-6078.454,5994.136,16657.62,-109.194,106.85,-79.437,0.287,-0.293,9.876
1054,52.7,-6083.913,5999.478,16661.592,-109.18,106.835,-78.944,0.286,-0.292,9.875
1055,52.75,-6089.371,6004.819,16665.539,-109.165,106.821,-78.45,0.286,-0.292,9.873
1056,52.8,-6094.829,6010.159,16669.461,-109.151,106.806,-77.956,0.285,-0.291,9.872
1057,52.85,-6100.286,6015.499,16673.359,-109.137,106.792,-77.463,0.285,-0.29,9.87
1058,52.9,-6105.742,6020.838,16677.232,-109.123,106.777,-76.969,0.284,-0.29,9.868
1059,52.95,-6111.197,6026.176,16681.081,-109.108,106.763,-76.476,0.283,-0.289,9.867
1060,53.0,-6116.652,6031.513,16684.905,-109.094,106.748,-75.983,0.283,-0.288,9.865
1061,53.05,-6122.106,6036.85,16688.704,-109.08,106.734,-75.49,0.282,-0.288,9.864
1062,53.1,-6127.559,6042.186,16692.478,-109.066,106.719,-74.997,0.282,-0.287,9.862
1063,53.15,-6133.012,6047.521,16696.228,-109.052,106.705,-74.504,0.281,-0.287,9.861
1064,53.2,-6138.464,6052.856,16699.953,-109.038,106.691,-74.011,0.281,-0.286,9.859
1065,53.25,-6143.915,6058.19,16703.654,-109.024,106.677,-73.518,0.28,-0.285,9.858
1066,53.3,-6149.365,6063.523,16707.33,-109.01,106.662,-73.025,0.279,-0.285,9.856
1067,53.35,-6154.815,6068.855,16710.981,-108.996,106.648,-72.532,0.279,-0.284,9.855
1068,53.4,-6160.264,6074.187,16714.608,-108.982,106.634,-72.04,0.278,-0.284,9.853
1069,53.45,-6165.713,6079.518,16718.21,-108.968,106.62,-71.547,0.278,-0.283,9.852
1070,53.5,-6171.16,6084.848,16721.787,-108.954,106.606,-71.054,0.277,-0.282,9.85
1071,53.55,-6176.607,6090.178,16725.34,-108.941,106.592,-70.562,0.277,-0.282,9.849
1072,53.6,-6182.054,6095.507,16728.868,-108.927,106.577,-70.07,0.276,-0.281,9.847
1073,53.65,-6187.499,6100.835,16732.371,-108.913,106.563,-69.577,0.276,-0.281,9.846
1074,53.7,-6192.944,6106.162,16735.85,-108.899,106.549,-69.085,0.275,-0.28,9.844
1075,53.75,-6198.389,6111.489,16739.304,-108.885,106.535,-68.593,0.275,-0.279,9.843
1076,53.8,-6203.832,6116.815,16742.734,-108.872,106.522,-68.101,0.274,-0.279,9.841
1077,53.85,-6209.275,6122.14,16746.139,-108.858,106.508,-67.609,0.273,-0.278,9.84
1078,53.9,-6214.717,6127.465,16749.519,-108.844,106.494,-67.117,0.273,-0.277,9.839
1079,53.95,-6220.159,6132.789,16752.875,-108.831,106.48,-66.625,0.272,-0.277,9.837
1080,54.0,-6225.6,6138.112,16756.207,-108.817,106.466,-66.133,0.272,-0.276,9.836
1081,54.05,-6231.04,6143.435,16759.513,-108.804,106.452,-65.642,0.271,-0.276,9.834
1082,54.1,-6236.479,6148.757,16762.795,-108.79,106.439,-65.15,0.271,-0.275,9.833
1083,54.15,-6241.918,6154.078,16766.053,-108.777,106.425,-64.658,0.27,-0.274,9.831
1084,54.2,-6247.356,6159.399,16769.286,-108.763,106.411,-64.167,0.27,-0.274,9.83
1085,54.25,-6252.794,6164.719,16772.494,-108.75,106.398,-63.675,0.269,-0.273,9.829
1086,54.3,-6258.231,6170.038,16775.678,-108.736,106.384,-63.184,0.269,-0.273,9.827
1087,54.35,-6263.667,6175.356,16778.837,-108.723,106.37,-62.693,0.268,-0.272,9.826
1088,54.4,-6269.102,6180.674,16781.972,-108.71,106.357,-62.202,0.267,-0.271,9.825
1089,54.45,-6274.537,6185.991,16785.082,-108.696,106.343,-61.71,0.267,-0.271,9.823
1090,54.5,-6279.971,6191.308,16788.167,-108.683,106.33,-61.219,0.266,-0.27,9.822
1091,54.55,-6285.405,6196.624,16791.228,-108.67,106.316,-60.728,0.266,-0.27,9.821
1092,54.6,-6290.838,6201.939,16794.265,-108.656,106.303,-60.237,0.265,-0.269,9.819
1093,54.65,-6296.27,6207.253,16797.277,-108.643,106.289,-59.746,0.265,-0.269,9.818
1094,54.7,-6301.701,6212.567,16800.264,-108.63,106.276,-59.256,0.265,-0.268,9.817
1095,54.75,-6307.132,6217.88,16803.227,-108.617,106.263,-58.765,0.264,-0.268,9.815
1096,54.8,-6312.562,6223.193,16806.165,-108.603,106.249,-58.274,0.264,-0.267,9.814
1097,54.85,-6317.992,6228.504,16809.079,-108.59,106.236,-57.784,0.263,-0.267,9.813
1098,54.9,-6323.421,6233.816,16811.968,-108.577,106.223,-57.293,0.263,-0.266,9.811
1099,54.95,-6328.849,6239.126,16814.832,-108.564,106.209,-56.802,0.262,-0.265,9.81
1100,55.0,-6334.276,6244.436,16817.673,-108.551,106.196,-56.312,0.262,-0.265,9.809
1101,55.05,-6339.703,6249.745,16820.488,-108.538,106.183,-55.822,0.261,-0.264,9.808
1102,55.1,-6345.129,6255.053,16823.279,-108.525,106.17,-55.331,0.261,-0.264,9.806
1103,55.15,-6350.555,6260.361,16826.046,-108.512,106.156,-54.841,0.26,-0.263,9.805
1104,55.2,-6355.98,6265.668,16828.788,-108.499,106.143,-54.351,0.26,-0.263,9.804
1105,55.25,-6361.404,6270.975,16831.505,-108.486,106.13,-53.861,0.26,-0.262,9.803
1106,55.3,-6366.828,6276.281,16834.198,-108.473,106.117,-53.371,0.259,-0.262,9.801
1107,55.35,-6372.251,6281.586,16836.867,-108.46,106.104,-52.881,0.259,-0.261,9.8
1108,55.4,-6377.673,6286.891,16839.511,-108.447,106.091,-52.391,0.258,-0.261,9.799
1109,55.45,-6383.095,6292.194,16842.13,-108.434,106.078,-51.901,0.258,-0.26,9.798
1110,55.5,-6388.516,6297.498,16844.726,-108.421,106.065,-51.411,0.257,-0.26,9.797
1111,55.55,-6393.936,6302.8,16847.296,-108.408,106.052,-50.921,0.257,-0.259,9.795
1112,55.6,-6399.356,6308.102,16849.842,-108.396,106.039,-50.431,0.257,-0.259,9.794
1113,55.65,-6404.775,6313.404,16852.364,-108.383,106.026,-49.942,0.256,-0.258,9.793
1114,55.7,-6410.194,6318.704,16854.861,-108.37,106.013,-49.452,0.256,-0.258,9.792
1115,55.75,-6415.612,6324.004,16857.333,-108.357,106.0,-48.963,0.255,-0.258,9.791
1116,55.8,-6421.029,6329.304,16859.782,-108.344,105.987,-48.473,0.255,-0.257,9.79
1117,55.85,-6426.446,6334.602,16862.205,-108.332,105.975,-47.984,0.254,-0.257,9.788
1118,55.9,-6431.861,6339.9,16864.604,-108.319,105.962,-47.494,0.254,-0.256,9.787
1119,55.95,-6437.277,6345.198,16866.979,-108.306,105.949,-47.005,0.254,-0.256,9.786
1120,56.0,-6442.691,6350.495,16869.329,-108.294,105.936,-46.516,0.253,-0.255,9.785
1121,56.05,-6448.106,6355.791,16871.655,-108.281,105.924,-46.027,0.253,-0.255,9.784
1122,56.1,-6453.519,6361.086,16873.956,-108.268,105.911,-45.537,0.252,-0.254,9.783
1123,56.15,-6458.932,6366.381,16876.233,-108.256,105.898,-45.048,0.252,-0.254,9.782
1124,56.2,-6464.344,6371.676,16878.486,-108.243,105.885,-44.559,0.252,-0.253,9.781
1125,56.25,-6469.755,6376.969,16880.714,-108.231,105.873,-44.07,0.251,-0.253,9.779
1126,56.3,-6475.166,6382.262,16882.917,-108.218,105.86,-43.581,0.251,-0.252,9.778
1127,56.35,-6480.577,6387.555,16885.096,-108.206,105.848,-43.093,0.25,-0.252,9.777
1128,56.4,-6485.986,6392.846,16887.251,-108.193,105.835,-42.604,0.25,-0.251,9.776
1129,56.45,-6491.395,6398.137,16889.381,-108.181,105.823,-42.115,0.25,-0.251,9.775
1130,56.5,-6496.804,6403.428,16891.487,-108.168,105.81,-41.626,0.249,-0.25,9.774
1131,56.55,-6502.212,6408.718,16893.568,-108.156,105.798,-41.138,0.249,-0.25,9.773
1132,56.6,-6507.619,6414.007,16895.625,-108.143,105.785,-40.649,0.248,-0.25,9.772
1133,56.65,-6513.025,6419.296,16897.658,-108.131,105.773,-40.161,0.248,-0.249,9.771
1134,56.7,-6518.431,6424.584,16899.666,-108.119,105.76,-39.672,0.248,-0.249,9.77
1135,56.75,-6523.836,6429.871,16901.649,-108.106,105.748,-39.184,0.247,-0.248,9.769
1136,56.8,-6529.241,6435.158,16903.608,-108.094,105.735,-38.695,0.247,-0.248,9.768
1137,56.85,-6534.645,6440.444,16905.543,-108.082,105.723,-38.207,0.247,-0.247,9.766
1138,56.9,-6540.049,6445.73,16907.454,-108.069,105.711,-37.719,0.246,-0.247,9.765
1139,56.95,-6545.452,6451.014,16909.339,-108.057,105.698,-37.231,0.246,-0.246,9.764
1140,57.0,-6550.854,6456.299,16911.201,-108.045,105.686,-36.742,0.245,-0.246,9.763
1141,57.05,-6556.255,6461.582,16913.038,-108.032,105.674,-36.254,0.245,-0.246,9.762
1142,57.1,-6561.656,6466.866,16914.851,-108.02,105.661,-35.766,0.245,-0.245,9.761
1143,57.15,-6567.057,6472.148,16916.639,-108.008,105.649,-35.278,0.244,-0.245,9.76
1144,57.2,-6572.457,6477.43,16918.403,-107.996,105.637,-34.79,0.244,-0.244,9.759
1145,57.25,-6577.856,6482.711,16920.143,-107.984,105.625,-34.302,0.244,-0.244,9.758
1146,57.3,-6583.254,6487.992,16921.858,-107.971,105.613,-33.814,0.243,-0.244,9.757
1147,57.35,-6588.652,6493.272,16923.548,-107.959,105.6,-33.327,0.243,-0.243,9.756
1148,57.4,-6594.05,6498.551,16925.215,-107.947,105.588,-32.839,0.243,-0.243,9.755
1149,57.45,-6599.446,6503.83,16926.857,-107.935,105.576,-32.351,0.243,-0.243,9.754
1150,57.5,-6604.843,6509.108,16928.474,-107.923,105.564,-31.863,0.242,-0.242,9.753
1151,57.55,-6610.238,6514.386,16930.067,-107.911,105.552,-31.376,0.242,-0.242,9.753
1152,57.6,-6615.633,6519.663,16931.636,-107.899,105.54,-30.888,0.242,-0.241,9.752
1153,57.65,-6621.027,6524.939,16933.181,-107.887,105.528,-30.401,0.241,-0.241,9.751
1154,57.7,-6626.421,6530.215,16934.701,-107.875,105.516,-29.913,0.241,-0.241,9.75
1155,57.75,-6631.814,6535.49,16936.196,-107.862,105.504,-29.426,0.241,-0.24,9.749
1156,57.8,-6637.207,6540.765,16937.668,-107.85,105.492,-28.938,0.241,-0.24,9.748
1157,57.85,-6642.599,6546.039,16939.114,-107.838,105.48,-28.451,0.24,-0.24,9.747
1158,57.9,-6647.99,6551.312,16940.537,-107.826,105.468,-27.964,0.24,-0.239,9.746
1159,57.95,-6653.381,6556.585,16941.935,-107.814,105.456,-27.476,0.24,-0.239,9.745
1160,58.0,-6658.771,6561.857,16943.309,-107.802,105.444,-26.989,0.239,-0.239,9.744
1161,58.05,-6664.16,6567.129,16944.658,-107.791,105.432,-26.502,0.239,-0.238,9.743
1162,58.1,-6669.549,6572.4,16945.984,-107.779,105.42,-26.015,0.239,-0.238,9.742
1163,58.15,-6674.938,6577.67,16947.284,-107.767,105.408,-25.528,0.239,-0.238,9.741
1164,58.2,-6680.325,6582.94,16948.561,-107.755,105.396,-25.041,0.238,-0.237,9.74
1165,58.25,-6685.712,6588.209,16949.813,-107.743,105.385,-24.554,0.238,-0.237,9.74
1166,58.3,-6691.099,6593.478,16951.04,-107.731,105.373,-24.067,0.238,-0.237,9.739
1167,58.35,-6696.485,6598.746,16952.244,-107.719,105.361,-23.58,0.238,-0.236,9.738
1168,58.4,-6701.87,6604.013,16953.423,-107.707,105.349,-23.093,0.237,-0.236,9.737
1169,58.45,-6707.255,6609.28,16954.577,-107.695,105.337,-22.606,0.237,-0.236,9.736
1170,58.5,-6712.639,6614.546,16955.708,-107.683,105.326,-22.12,0.237,-0.235,9.735
1171,58.55,-6718.023,6619.812,16956.814,-107.672,105.314,-21.633,0.237,-0.235,9.734
